uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,targetTaxaPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,additionalSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"92eb8c6b-999a-4777-aa14-05404e7c8e5e","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","ILMU","Ilex mucronata (L.) Powell, Savolainen & Andrews","species","Aquifoliaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"8ca4b7c0-2bf5-4e18-9a87-5b790ac50ff3","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40.1.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","SAPY","Salix pyrifolia Andersson","species","Salicaceae","N","cf. species","Lacks red petioles but otherwise looks correct",,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"75fa0350-2275-4cfe-a77b-8cffb526b6b6","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","RUPU","Rubus pubescens Raf.","species","Rosaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"0abdb350-b4e5-414e-89f4-5b6393260852","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32.2.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","AMELA","Amelanchier sp.","genus","Rosaceae","N",,"Vegetative",,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"319723f1-5291-4add-9aa6-74b740e79c17","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40.1.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","ABBA","Abies balsamea (L.) Mill.","species","Pinaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"b0151f9d-5d51-4ad9-bec3-fb4febad328c","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CAIN12","Carex intumescens Rudge","species","Cyperaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"4692bc46-60b6-473c-b7fe-fe7a0f3cc9aa","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","VAMY","Vaccinium myrtilloides Michx.","species","Ericaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"5a3b6afb-5564-4c42-82f3-e3282de53c21","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","LALA","Larix laricina (Du Roi) K. Koch","species","Pinaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"f4473d2f-4291-4edb-917e-9f66e356e213","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","THOC2","Thuja occidentalis L.","species","Cupressaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"90548fe2-591c-451f-aedf-7e7972b2b149","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species","Dryopteridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"64573374-5434-4711-ab19-5df9254c8afd","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","LUAC","Luzula acuminata Raf.","species","Juncaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"8d80b0f3-f3c3-4d88-8ba1-f47767e24a9c","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","ARNU2","Aralia nudicaulis L.","species","Araliaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"4f53dca0-b283-49cf-bf02-fb1a4e301e8c","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species","Dryopteridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"9c983a03-a703-40bf-93a0-27ca9fb3bcfc","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","LIBO3","Linnaea borealis L.","species","Caprifoliaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"49315004-dead-4572-8a66-a8175d42b9dd","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","ARPU3","Arceuthobium pusillum Peck","species","Viscaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"93b9d4fc-1fca-454c-a05a-a4ce2090a9b2","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","GYDR","Gymnocarpium dryopteris (L.) Newman","species","Dryopteridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"cba8a58c-9bfe-47e0-92e2-b5201277eaae","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species","Dryopteridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"daa161c8-bce2-4f77-b511-d27ce14986f4","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety","Dennstaedtiaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"d4832034-d68c-4415-8706-1d55f5d31a69","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species","Dryopteridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"859f9b3d-7eb2-4f8b-bf89-66c439c35f02","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species","Pinaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"79bbb39d-9717-482d-b380-b62dc937b5d2","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31.1.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CATR10","Carex trisperma Dewey","species","Cyperaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"4a923f70-5edd-4121-b1fd-1fee0f948ddc","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","PRVI","Prunus virginiana L.","species","Rosaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"3209724f-f733-4c4f-8396-1d5585010766","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","IRVE2","Iris versicolor L.","species","Iridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"defe01a4-a3c2-446e-a083-8cbfcbd49a58","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","LALA","Larix laricina (Du Roi) K. Koch","species","Pinaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"4b8015d8-fc77-4316-8af2-0da7f7f5df07","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","VAMY","Vaccinium myrtilloides Michx.","species","Ericaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"a46a5f98-0e81-4b97-8884-37cd3b9d5787","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CALAM","Calamagrostis sp.","genus","Poaceae","UNK","aff. genus","Likely the grass that was called Calamagrostis sp. last bout; leaves appear to be too wide and sheaths appear too smooth for that taxon but hard to say. Could be Cinna latifolia",,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"f18cc43c-91ef-408a-b338-6ccbe6ef5ba4","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32.2.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CYAC3","Cypripedium acaule Aiton","species","Orchidaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"167bba76-2fd3-4006-a0c5-7d3f1b37f9d0","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","LOCA7","Lonicera canadensis W. Bartram ex Marshall","species","Caprifoliaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"a7ab1a7b-2377-4a63-aad4-bdb4aa8288f0","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40.3.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","IRVE2","Iris versicolor L.","species","Iridaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"352ca7f2-1c27-49a8-844c-ba4d3f665d7e","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species","Pinaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"c75f30ed-29f4-4c17-85d2-5a61aaf6404a","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31.1.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","COTR2","Coptis trifolia (L.) Salisb.","species","Ranunculaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"b7e069a7-07c0-4ee0-9904-c1d6e4510a19","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CAPE6","Carex pensylvanica Lam.","species","Cyperaceae","N","aff. species","Vegetative- could be C. peckii",,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"532fca57-2024-41d1-a05c-c948110a1d89","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","OSCI","Osmunda cinnamomea L.","species","Osmundaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"27a4b98c-698e-4dfe-aec9-a765d83c0069","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CYAC3","Cypripedium acaule Aiton","species","Orchidaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"ccae4afc-fac4-4bf4-9454-5bd55accb0f7","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","RUPU","Rubus pubescens Raf.","species","Rosaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"1823adef-b535-471e-a91c-727260f99743","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CAEC","Carex echinata Murray","species","Cyperaceae","N","cf. species","Very young inflorescences",,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"b94379cf-59cd-4adf-992c-36e0bbe5f741","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","COCO6","Corylus cornuta Marshall","species","Betulaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"fe12e8cb-3c2e-4907-9134-c7e34532b761","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","GAHI2","Gaultheria hispidula (L.) Muhl. ex Bigelow","species","Ericaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"6e0a51d4-7c13-4e16-8b01-d02f9e6e5b07","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","COCO6","Corylus cornuta Marshall","species","Betulaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"74b1d484-4ef5-4240-9e9c-58676688af1d","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","BEPA","Betula papyrifera Marshall","species","Betulaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"2fac3908-60d4-49ae-83aa-f36cff31f469","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","40","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","LIBO3","Linnaea borealis L.","species","Caprifoliaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"fcab1615-ca30-4dca-8702-a2bc8b5431e3","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CACR6","Carex crinita Lam.","species","Cyperaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"29a125a1-484c-445a-8166-3b3edc35336a","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","POTR5","Populus tremuloides Michx.","species","Salicaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"03fda789-fc61-4d36-a746-55392cd66f64","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","AMELA","Amelanchier sp.","genus","Rosaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"9321aee4-9a00-46be-9e13-52368ad3ccf3","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32.2.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","BEPA","Betula papyrifera Marshall","species","Betulaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"c5243591-39d2-4e24-b63a-870490e094bc","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","COCA13","Cornus canadensis L.","species","Cornaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"0cfdc430-39f3-44ab-bc07-4fbf34f15e8f","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","THOC2","Thuja occidentalis L.","species","Cupressaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"53dfbfbf-98de-40c0-835b-e3854f843dc5","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","41.4.10","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CATR10","Carex trisperma Dewey","species","Cyperaceae","N","cf. species","Vegetative",,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
"52c96d61-72aa-4aea-833d-3337f3c12731","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","32","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","BEAL2","Betula alleghaniensis Britton","species","Betulaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-1260-7286","OK",,"OK - no known exceptions"
"84e0a160-4b32-432a-9f95-c6d2c2c31cea","UNDE_038.basePlot.div","D05","UNDE",46.232249,-89.534573,"WGS84",20.25,505.5,0.4,"tower","woodyWetlands","UNDE_038","31","2022-06-01",1,"UNDE.1.2022","NEON.DOC.014042vM","Y","CYAC3","Cypripedium acaule Aiton","species","Orchidaceae","N",,,,,,"Y",,"0000-0002-1260-7286","0000-0002-6190-2839","OK",,"OK - no known exceptions"
